Equipment,func_loc_id,id
1100012991 BL06 BALL VALVE REAKTOR R102,1170,2842
NO EQUIPMENT,1170,2843
1100012992 BL07 BALL VALVE REAKTOR R102,1171,2844
NO EQUIPMENT,1171,2845
1100012993 BL08 BALL VALVE REAKTOR R102,1172,2846
NO EQUIPMENT,1172,2847
1100012994 BL09 BALL VALVE REAKTOR R102,1173,2848
NO EQUIPMENT,1173,2849
1100012995 BL10 BALL VALVE REAKTOR R102,1174,2850
NO EQUIPMENT,1174,2851
1100012996 BL11 BALL VALVE REAKTOR R102,1175,2852
NO EQUIPMENT,1175,2853
1100012997 BL12 BALL VALVE REAKTOR R102,1176,2854
NO EQUIPMENT,1176,2855
1100012998 BL13 BALL VALVE REAKTOR R102,1177,2856
NO EQUIPMENT,1177,2857
1100012999 BL14 BALL VALVE REAKTOR R102,1178,2858
NO EQUIPMENT,1178,2859
1100013000 BL15 BALL VALVE REAKTOR R102,1179,2860
NO EQUIPMENT,1179,2861
1100013001 BL16 BALL VALVE REAKTOR R102,1180,2862
NO EQUIPMENT,1180,2863
1100013016 CK01 CHECK VALVE REAKTOR R102,1181,2864
NO EQUIPMENT,1181,2865
1100013017 CK02 CHECK VALVE REAKTOR R102,1182,2866
NO EQUIPMENT,1182,2867
1100013018 CK03 CHECK VALVE REAKTOR R102,1183,2868
NO EQUIPMENT,1183,2869
1100013019 FJ01 FLEXIBLE JOINT REAKTOR R102,1184,2870
NO EQUIPMENT,1184,2871
1100013669 XV04 ON / OFF VALVE REAKTOR R214,468,2872
1100013020 FJ02 FLEXIBLE JOINT REAKTOR R102,1185,2873
NO EQUIPMENT,1185,2874
1100013021 FJ03 FLEXIBLE JOINT REAKTOR R102,1186,2875
NO EQUIPMENT,1186,2876
1100013022 FJ04 FLEXIBLE JOINT REAKTOR R102,1187,2877
NO EQUIPMENT,1187,2878
1100013002 GL01 GLOBE VALVE REAKTOR R102,1188,2879
NO EQUIPMENT,1188,2880
1100013003 GL02 GLOBE VALVE REAKTOR R102,1189,2881
NO EQUIPMENT,1189,2882
1100013653 XV04 ON / OFF VALVE REAKTOR R213,463,2883
1100013004 GL03 GLOBE VALVE REAKTOR R102,1190,2884
NO EQUIPMENT,1190,2885
1100013005 PG01 PRESSURE GAUGE REAKTOR R102,1191,2886
NO EQUIPMENT,1191,2887
1100013006 PG02 PRESSURE GAUGE REAKTOR R102,1192,2888
NO EQUIPMENT,1192,2889
1100013012 PS01 PRESSURE SAFETY VALVE REAKTOR R102,1193,2890
NO EQUIPMENT,1193,2891
1100013007 PT01 PRESSURE TRANSMITTER REAKTOR R102,1194,2892
NO EQUIPMENT,1194,2893
1100013637 XV04 ON / OFF VALVE REAKTOR R212,458,2894
1100013008 PT02 PRESSURE TRANSMITTER REAKTOR R102,1195,2895
NO EQUIPMENT,1195,2896
1100013009 PV01 PRESSURE CONTROL VALVE REAKTOR R102,1196,2897
NO EQUIPMENT,1196,2898
1100013013 RD01 RUPTURE DISC REAKTOR R102,1197,2899
NO EQUIPMENT,1197,2900
1100013014 ST01 STEAM TRAP  REAKTOR R102,1198,2901
NO EQUIPMENT,1198,2902
1100013010 TT01 TEMP TRANSMITTER REAKTOR R102,1199,2903
NO EQUIPMENT,1199,2904
1100013611 XV04 ON / OFF VALVE REAKTOR R211,453,2905
1100013011 TT02 TEMP TRANSMITTER REAKTOR R102,1200,2906
NO EQUIPMENT,1200,2907
1100013024 R1213/R103 REACTOR PACS P120,1201,2908
NO EQUIPMENT,1201,2909
1100013054 AG01 ANGLE VALVE REAKTOR R103,1202,2910
NO EQUIPMENT,1202,2911
1100013025 BL01 BALL VALVE REAKTOR R103,1203,2912
NO EQUIPMENT,1203,2913
1100013026 BL02 BALL VALVE REAKTOR R103,1204,2914
NO EQUIPMENT,1204,2915
1100013027 BL03 BALL VALVE REAKTOR R103,1205,2916
NO EQUIPMENT,1205,2917
1100013028 BL04 BALL VALVE REAKTOR R103,1206,2918
NO EQUIPMENT,1206,2919
1100013029 BL05 BALL VALVE REAKTOR R103,1207,2920
NO EQUIPMENT,1207,2921
1100013030 BL06 BALL VALVE REAKTOR R103,1208,2922
NO EQUIPMENT,1208,2923
1100013031 BL07 BALL VALVE REAKTOR R103,1209,2924
NO EQUIPMENT,1209,2925
1100013032 BL08 BALL VALVE REAKTOR R103,1210,2926
NO EQUIPMENT,1210,2927
1100013033 BL09 BALL VALVE REAKTOR R103,1211,2928
NO EQUIPMENT,1211,2929
1100013034 BL10 BALL VALVE REAKTOR R103,1212,2930
NO EQUIPMENT,1212,2931
1100013035 BL11 BALL VALVE REAKTOR R103,1213,2932
NO EQUIPMENT,1213,2933
1100013036 BL12 BALL VALVE REAKTOR R103,1214,2934
NO EQUIPMENT,1214,2935
1100013037 BL13 BALL VALVE REAKTOR R103,1215,2936
NO EQUIPMENT,1215,2937
1100013038 BL14 BALL VALVE REAKTOR R103,1216,2938
NO EQUIPMENT,1216,2939
1100013039 BL15 BALL VALVE REAKTOR R103,1217,2940
NO EQUIPMENT,1217,2941
1100013040 BL16 BALL VALVE REAKTOR R103,1218,2942
NO EQUIPMENT,1218,2943
1100013055 CK01 CHECK VALVE REAKTOR R103,1219,2944
NO EQUIPMENT,1219,2945
1100013668 XV03 ON / OFF VALVE REAKTOR R214,467,2946
1100013056 CK02 CHECK VALVE REAKTOR R103,1220,2947
NO EQUIPMENT,1220,2948
1100013057 CK03 CHECK VALVE REAKTOR R103,1221,2949
NO EQUIPMENT,1221,2950
1100013058 FJ01 FLEXIBLE JOINT REAKTOR R103,1222,2951
NO EQUIPMENT,1222,2952
1100013059 FJ02 FLEXIBLE JOINT REAKTOR R103,1223,2953
NO EQUIPMENT,1223,2954
1100013060 FJ03 FLEXIBLE JOINT REAKTOR R103,1224,2955
NO EQUIPMENT,1224,2956
1100013652 XV03 ON / OFF VALVE REAKTOR R213,462,2957
1100013061 FJ04 FLEXIBLE JOINT REAKTOR R103,1225,2958
NO EQUIPMENT,1225,2959
1100013041 GL01 GLOBE VALVE REAKTOR R103,1226,2960
NO EQUIPMENT,1226,2961
1100013042 GL02 GLOBE VALVE REAKTOR R103,1227,2962
NO EQUIPMENT,1227,2963
1100013043 GL03 GLOBE VALVE REAKTOR R103,1228,2964
NO EQUIPMENT,1228,2965
1100013044 PG01 PRESSURE GAUGE REAKTOR R103,1229,2966
NO EQUIPMENT,1229,2967
1100013636 XV03 ON / OFF VALVE REAKTOR R212,457,2968
1100013045 PG02 PRESSURE GAUGE REAKTOR R103,1230,2969
NO EQUIPMENT,1230,2970
1100013051 PS01 PRESSURE SAFETY VALVE REAKTOR R103,1231,2971
NO EQUIPMENT,1231,2972
1100013046 PT01 PRESSURE TRANSMITTER REAKTOR R103,1232,2973
NO EQUIPMENT,1232,2974
1100013047 PT02 PRESSURE TRANSMITTER REAKTOR R103,1233,2975
NO EQUIPMENT,1233,2976
1100013048 PV01 PRESSURE CONTROL VALVE REAKTOR R103,1234,2977
NO EQUIPMENT,1234,2978
1100013610 XV03 ON / OFF VALVE REAKTOR R211,452,2979
1100013052 RD01 RUPTURE DISC REAKTOR R103,1235,2980
NO EQUIPMENT,1235,2981
1100013053 ST01 STEAM TRAP  REAKTOR R103,1236,2982
NO EQUIPMENT,1236,2983
1100013049 TT01 TEMP TRANSMITTER REAKTOR R103,1237,2984
NO EQUIPMENT,1237,2985
1100013050 TT02 TEMP TRANSMITTER REAKTOR R103,1238,2986
NO EQUIPMENT,1238,2987
1100013063 R1214/R104 REACTOR PACS P120,1239,2988
NO EQUIPMENT,1239,2989
1100013093 AG01 ANGLE VALVE REAKTOR R104,1240,2990
NO EQUIPMENT,1240,2991
1100013064 BL01 BALL VALVE REAKTOR R104,1241,2992
NO EQUIPMENT,1241,2993
1100013065 BL02 BALL VALVE REAKTOR R104,1242,2994
NO EQUIPMENT,1242,2995
1100013066 BL03 BALL VALVE REAKTOR R104,1243,2996
NO EQUIPMENT,1243,2997
1100013067 BL04 BALL VALVE REAKTOR R104,1244,2998
NO EQUIPMENT,1244,2999
1100013068 BL05 BALL VALVE REAKTOR R104,1245,3000
NO EQUIPMENT,1245,3001
1100013069 BL06 BALL VALVE REAKTOR R104,1246,3002
NO EQUIPMENT,1246,3003
1100013070 BL07 BALL VALVE REAKTOR R104,1247,3004
NO EQUIPMENT,1247,3005
1100013071 BL08 BALL VALVE REAKTOR R104,1248,3006
NO EQUIPMENT,1248,3007
1100013072 BL09 BALL VALVE REAKTOR R104,1249,3008
NO EQUIPMENT,1249,3009
1100013073 BL10 BALL VALVE REAKTOR R104,1250,3010
NO EQUIPMENT,1250,3011
1100013074 BL11 BALL VALVE REAKTOR R104,1251,3012
NO EQUIPMENT,1251,3013
1100013075 BL12 BALL VALVE REAKTOR R104,1252,3014
NO EQUIPMENT,1252,3015
1100013076 BL13 BALL VALVE REAKTOR R104,1253,3016
NO EQUIPMENT,1253,3017
1100013077 BL14 BALL VALVE REAKTOR R104,1254,3018
NO EQUIPMENT,1254,3019
1100013078 BL15 BALL VALVE REAKTOR R104,1255,3020
NO EQUIPMENT,1255,3021
1100013079 BL16 BALL VALVE REAKTOR R104,1256,3022
NO EQUIPMENT,1256,3023
1100013094 CK01 CHECK VALVE REAKTOR R104,1257,3024
NO EQUIPMENT,1257,3025
1100013095 CK02 CHECK VALVE REAKTOR R104,1258,3026
NO EQUIPMENT,1258,3027
1100013096 CK03 CHECK VALVE REAKTOR R104,1259,3028
NO EQUIPMENT,1259,3029
1100013097 FJ01 FLEXIBLE JOINT REAKTOR R104,1260,3030
NO EQUIPMENT,1260,3031
1100013098 FJ02 FLEXIBLE JOINT REAKTOR R104,1261,3032
NO EQUIPMENT,1261,3033
1100013099 FJ03 FLEXIBLE JOINT REAKTOR R104,1262,3034
NO EQUIPMENT,1262,3035
1100013100 FJ04 FLEXIBLE JOINT REAKTOR R104,1263,3036
NO EQUIPMENT,1263,3037
1100013080 GL01 GLOBE VALVE REAKTOR R104,1264,3038
NO EQUIPMENT,1264,3039
1100013081 GL02 GLOBE VALVE REAKTOR R104,1265,3040
NO EQUIPMENT,1265,3041
1100013082 GL03 GLOBE VALVE REAKTOR R104,1266,3042
NO EQUIPMENT,1266,3043
1100013083 PG01 PRESSURE GAUGE REAKTOR R104,1267,3044
NO EQUIPMENT,1267,3045
1100013084 PG02 PRESSURE GAUGE REAKTOR R104,1268,3046
NO EQUIPMENT,1268,3047
1100013090 PS01 PRESSURE SAFETY VALVE REAKTOR R104,1269,3048
NO EQUIPMENT,1269,3049
1100013085 PT01 PRESSURE TRANSMITTER REAKTOR R104,1270,3050
NO EQUIPMENT,1270,3051
1100013086 PT02 PRESSURE TRANSMITTER REAKTOR R104,1271,3052
NO EQUIPMENT,1271,3053
1100013087 PV01 PRESSURE CONTROL VALVE REAKTOR R104,1272,3054
NO EQUIPMENT,1272,3055
1100013091 RD01 RUPTURE DISC REAKTOR R104,1273,3056
NO EQUIPMENT,1273,3057
1100013092 ST01 STEAM TRAP  REAKTOR R104,1274,3058
NO EQUIPMENT,1274,3059
1100013088 TT01 TEMP TRANSMITTER REAKTOR R104,1275,3060
NO EQUIPMENT,1275,3061
1100013089 TT02 TEMP TRANSMITTER REAKTOR R104,1276,3062
NO EQUIPMENT,1276,3063
1100013102 R1215/R105 REACTOR PACS P120,1277,3064
NO EQUIPMENT,1277,3065
1100013132 AG01 ANGLE VALVE REAKTOR R105,1278,3066
NO EQUIPMENT,1278,3067
1100013103 BL01 BALL VALVE REAKTOR R105,1279,3068
NO EQUIPMENT,1279,3069
1100013104 BL02 BALL VALVE REAKTOR R105,1280,3070
NO EQUIPMENT,1280,3071
1100013105 BL03 BALL VALVE REAKTOR R105,1281,3072
NO EQUIPMENT,1281,3073
1100013106 BL04 BALL VALVE REAKTOR R105,1282,3074
NO EQUIPMENT,1282,3075
1100013107 BL05 BALL VALVE REAKTOR R105,1283,3076
NO EQUIPMENT,1283,3077
1100013108 BL06 BALL VALVE REAKTOR R105,1284,3078
NO EQUIPMENT,1284,3079
1100013109 BL07 BALL VALVE REAKTOR R105,1285,3080
NO EQUIPMENT,1285,3081
1100013110 BL08 BALL VALVE REAKTOR R105,1286,3082
NO EQUIPMENT,1286,3083
1100013111 BL09 BALL VALVE REAKTOR R105,1287,3084
NO EQUIPMENT,1287,3085
1100013112 BL10 BALL VALVE REAKTOR R105,1288,3086
NO EQUIPMENT,1288,3087
1100013113 BL11 BALL VALVE REAKTOR R105,1289,3088
NO EQUIPMENT,1289,3089
1100013667 XV02 ON / OFF VALVE REAKTOR R214,466,3090
1100013114 BL12 BALL VALVE REAKTOR R105,1290,3091
NO EQUIPMENT,1290,3092
1100013115 BL13 BALL VALVE REAKTOR R105,1291,3093
NO EQUIPMENT,1291,3094
1100013116 BL14 BALL VALVE REAKTOR R105,1292,3095
NO EQUIPMENT,1292,3096
1100013117 BL15 BALL VALVE REAKTOR R105,1293,3097
NO EQUIPMENT,1293,3098
1100013118 BL16 BALL VALVE REAKTOR R105,1294,3099
NO EQUIPMENT,1294,3100
1100013651 XV02 ON / OFF VALVE REAKTOR R213,461,3101
1100013133 CK01 CHECK VALVE REAKTOR R105,1295,3102
NO EQUIPMENT,1295,3103
1100013134 CK02 CHECK VALVE REAKTOR R105,1296,3104
NO EQUIPMENT,1296,3105
1100013135 CK03 CHECK VALVE REAKTOR R105,1297,3106
NO EQUIPMENT,1297,3107
1100013136 FJ01 FLEXIBLE JOINT REAKTOR R105,1298,3108
NO EQUIPMENT,1298,3109
1100013137 FJ02 FLEXIBLE JOINT REAKTOR R105,1299,3110
NO EQUIPMENT,1299,3111
1100013635 XV02 ON / OFF VALVE REAKTOR R212,456,3112
1100013138 FJ03 FLEXIBLE JOINT REAKTOR R105,1300,3113
NO EQUIPMENT,1300,3114
1100013139 FJ04 FLEXIBLE JOINT REAKTOR R105,1301,3115
NO EQUIPMENT,1301,3116
1100013119 GL01 GLOBE VALVE REAKTOR R105,1302,3117
NO EQUIPMENT,1302,3118
1100013120 GL02 GLOBE VALVE REAKTOR R105,1303,3119
NO EQUIPMENT,1303,3120
1100013121 GL03 GLOBE VALVE REAKTOR R105,1304,3121
NO EQUIPMENT,1304,3122
1100013609 XV02 ON / OFF VALVE REAKTOR R211,451,3123
1100013122 PG01 PRESSURE GAUGE REAKTOR R105,1305,3124
NO EQUIPMENT,1305,3125
1100013123 PG02 PRESSURE GAUGE REAKTOR R105,1306,3126
NO EQUIPMENT,1306,3127
1100013129 PS01 PRESSURE SAFETY VALVE REAKTOR R105,1307,3128
NO EQUIPMENT,1307,3129
1100013124 PT01 PRESSURE TRANSMITTER REAKTOR R105,1308,3130
NO EQUIPMENT,1308,3131
1100013125 PT02 PRESSURE TRANSMITTER REAKTOR R105,1309,3132
NO EQUIPMENT,1309,3133
1100013126 PV01 PRESSURE CONTROL VALVE REAKTOR R105,1310,3134
NO EQUIPMENT,1310,3135
1100013130 RD01 RUPTURE DISC REAKTOR R105,1311,3136
NO EQUIPMENT,1311,3137
1100013131 ST01 STEAM TRAP  REAKTOR R105,1312,3138
NO EQUIPMENT,1312,3139
1100013127 TT01 TEMP TRANSMITTER REAKTOR R105,1313,3140
NO EQUIPMENT,1313,3141
1100013128 TT02 TEMP TRANSMITTER REAKTOR R105,1314,3142
NO EQUIPMENT,1314,3143
1100013141 R1216/R106 REACTOR PACS P120,1315,3144
NO EQUIPMENT,1315,3145
1100013171 AG01 ANGLE VALVE REAKTOR R106,1316,3146
NO EQUIPMENT,1316,3147
1100013142 BL01 BALL VALVE REAKTOR R106,1317,3148
NO EQUIPMENT,1317,3149
1100013143 BL02 BALL VALVE REAKTOR R106,1318,3150
NO EQUIPMENT,1318,3151
1100013144 BL03 BALL VALVE REAKTOR R106,1319,3152
NO EQUIPMENT,1319,3153
1100013145 BL04 BALL VALVE REAKTOR R106,1320,3154
NO EQUIPMENT,1320,3155
1100013146 BL05 BALL VALVE REAKTOR R106,1321,3156
NO EQUIPMENT,1321,3157
1100013147 BL06 BALL VALVE REAKTOR R106,1322,3158
NO EQUIPMENT,1322,3159
1100013148 BL07 BALL VALVE REAKTOR R106,1323,3160
NO EQUIPMENT,1323,3161
1100013149 BL08 BALL VALVE REAKTOR R106,1324,3162
NO EQUIPMENT,1324,3163
1100013150 BL09 BALL VALVE REAKTOR R106,1325,3164
NO EQUIPMENT,1325,3165
1100013151 BL10 BALL VALVE REAKTOR R106,1326,3166
NO EQUIPMENT,1326,3167
1100013152 BL11 BALL VALVE REAKTOR R106,1327,3168
NO EQUIPMENT,1327,3169
1100013153 BL12 BALL VALVE REAKTOR R106,1328,3170
NO EQUIPMENT,1328,3171
1100013154 BL13 BALL VALVE REAKTOR R106,1329,3172
NO EQUIPMENT,1329,3173
1100013155 BL14 BALL VALVE REAKTOR R106,1330,3174
NO EQUIPMENT,1330,3175
1100013156 BL15 BALL VALVE REAKTOR R106,1331,3176
NO EQUIPMENT,1331,3177
1100013157 BL16 BALL VALVE REAKTOR R106,1332,3178
NO EQUIPMENT,1332,3179
1100013172 CK01 CHECK VALVE REAKTOR R106,1333,3180
NO EQUIPMENT,1333,3181
1100013173 CK02 CHECK VALVE REAKTOR R106,1334,3182
NO EQUIPMENT,1334,3183
1100013174 CK03 CHECK VALVE REAKTOR R106,1335,3184
NO EQUIPMENT,1335,3185
1100013175 FJ01 FLEXIBLE JOINT REAKTOR R106,1336,3186
NO EQUIPMENT,1336,3187
1100013176 FJ02 FLEXIBLE JOINT REAKTOR R106,1337,3188
NO EQUIPMENT,1337,3189
1100013177 FJ03 FLEXIBLE JOINT REAKTOR R106,1338,3190
NO EQUIPMENT,1338,3191
1100013178 FJ04 FLEXIBLE JOINT REAKTOR R106,1339,3192
NO EQUIPMENT,1339,3193
1100013844 XV01 ON / OFF VALVE TANKI V244,482,3194
1100013158 GL01 GLOBE VALVE REAKTOR R106,1340,3195
NO EQUIPMENT,1340,3196
1100013159 GL02 GLOBE VALVE REAKTOR R106,1341,3197
NO EQUIPMENT,1341,3198
1100013160 GL03 GLOBE VALVE REAKTOR R106,1342,3199
NO EQUIPMENT,1342,3200
1100013161 PG01 PRESSURE GAUGE REAKTOR R106,1343,3201
NO EQUIPMENT,1343,3202
1100013162 PG02 PRESSURE GAUGE REAKTOR R106,1344,3203
NO EQUIPMENT,1344,3204
1100013832 XV01 ON / OFF VALVE TANKI V243,481,3205
1100013168 PS01 PRESSURE SAFETY VALVE REAKTOR R106,1345,3206
NO EQUIPMENT,1345,3207
1100013163 PT01 PRESSURE TRANSMITTER REAKTOR R106,1346,3208
NO EQUIPMENT,1346,3209
1100013164 PT02 PRESSURE TRANSMITTER REAKTOR R106,1347,3210
NO EQUIPMENT,1347,3211
1100013165 PV01 PRESSURE CONTROL VALVE REAKTOR R106,1348,3212
NO EQUIPMENT,1348,3213
1100013169 RD01 RUPTURE DISC REAKTOR R106,1349,3214
NO EQUIPMENT,1349,3215
1100013777 XV01 ON / OFF VALVE TANKI V234,476,3216
1100013170 ST01 STEAM TRAP  REAKTOR R106,1350,3217
NO EQUIPMENT,1350,3218
1100013166 TT01 TEMP TRANSMITTER REAKTOR R106,1351,3219
NO EQUIPMENT,1351,3220
1100013167 TT02 TEMP TRANSMITTER REAKTOR R106,1352,3221
NO EQUIPMENT,1352,3222
1100013180 R1217/R107 REACTOR PACS P120,1353,3223
NO EQUIPMENT,1353,3224
1100013210 AG01 ANGLE VALVE REAKTOR R107,1354,3225
NO EQUIPMENT,1354,3226
1100013764 XV01 ON / OFF VALVE TANKI V233,474,3227
1100013181 BL01 BALL VALVE REAKTOR R107,1355,3228
NO EQUIPMENT,1355,3229
1100013182 BL02 BALL VALVE REAKTOR R107,1356,3230
NO EQUIPMENT,1356,3231
1100013183 BL03 BALL VALVE REAKTOR R107,1357,3232
NO EQUIPMENT,1357,3233
1100013184 BL04 BALL VALVE REAKTOR R107,1358,3234
NO EQUIPMENT,1358,3235
1100013185 BL05 BALL VALVE REAKTOR R107,1359,3236
NO EQUIPMENT,1359,3237
1100013751 XV01 ON / OFF VALVE TANKI V232,472,3238
1100013186 BL06 BALL VALVE REAKTOR R107,1360,3239
NO EQUIPMENT,1360,3240
1100013187 BL07 BALL VALVE REAKTOR R107,1361,3241
NO EQUIPMENT,1361,3242
1100013188 BL08 BALL VALVE REAKTOR R107,1362,3243
NO EQUIPMENT,1362,3244
1100013189 BL09 BALL VALVE REAKTOR R107,1363,3245
NO EQUIPMENT,1363,3246
1100013190 BL10 BALL VALVE REAKTOR R107,1364,3247
NO EQUIPMENT,1364,3248
1100013731 XV01 ON / OFF VALVE TANKI V231,470,3249
1100013191 BL11 BALL VALVE REAKTOR R107,1365,3250
NO EQUIPMENT,1365,3251
1100013192 BL12 BALL VALVE REAKTOR R107,1366,3252
NO EQUIPMENT,1366,3253
1100013193 BL13 BALL VALVE REAKTOR R107,1367,3254
NO EQUIPMENT,1367,3255
1100013194 BL14 BALL VALVE REAKTOR R107,1368,3256
NO EQUIPMENT,1368,3257
1100013195 BL15 BALL VALVE REAKTOR R107,1369,3258
NO EQUIPMENT,1369,3259
1100013196 BL16 BALL VALVE REAKTOR R107,1370,3260
NO EQUIPMENT,1370,3261
1100013211 CK01 CHECK VALVE REAKTOR R107,1371,3262
NO EQUIPMENT,1371,3263
1100013212 CK02 CHECK VALVE REAKTOR R107,1372,3264
NO EQUIPMENT,1372,3265
1100013213 CK03 CHECK VALVE REAKTOR R107,1373,3266
NO EQUIPMENT,1373,3267
1100013214 FJ01 FLEXIBLE JOINT REAKTOR R107,1374,3268
NO EQUIPMENT,1374,3269
1100013215 FJ02 FLEXIBLE JOINT REAKTOR R107,1375,3270
NO EQUIPMENT,1375,3271
1100013216 FJ03 FLEXIBLE JOINT REAKTOR R107,1376,3272
NO EQUIPMENT,1376,3273
1100013217 FJ04 FLEXIBLE JOINT REAKTOR R107,1377,3274
NO EQUIPMENT,1377,3275
1100013197 GL01 GLOBE VALVE REAKTOR R107,1378,3276
NO EQUIPMENT,1378,3277
1100013198 GL02 GLOBE VALVE REAKTOR R107,1379,3278
NO EQUIPMENT,1379,3279
1100013199 GL03 GLOBE VALVE REAKTOR R107,1380,3280
NO EQUIPMENT,1380,3281
1100013200 PG01 PRESSURE GAUGE REAKTOR R107,1381,3282
NO EQUIPMENT,1381,3283
1100013201 PG02 PRESSURE GAUGE REAKTOR R107,1382,3284
NO EQUIPMENT,1382,3285
1100013207 PS01 PRESSURE SAFETY VALVE REAKTOR R107,1383,3286
NO EQUIPMENT,1383,3287
1100013202 PT01 PRESSURE TRANSMITTER REAKTOR R107,1384,3288
NO EQUIPMENT,1384,3289
1100013203 PT02 PRESSURE TRANSMITTER REAKTOR R107,1385,3290
NO EQUIPMENT,1385,3291
1100013204 PV01 PRESSURE CONTROL VALVE REAKTOR R107,1386,3292
NO EQUIPMENT,1386,3293
1100013208 RD01 RUPTURE DISC REAKTOR R107,1387,3294
NO EQUIPMENT,1387,3295
1100013209 ST01 STEAM TRAP  REAKTOR R107,1388,3296
NO EQUIPMENT,1388,3297
1100013205 TT01 TEMP TRANSMITTER REAKTOR R107,1389,3298
NO EQUIPMENT,1389,3299
1100013206 TT02 TEMP TRANSMITTER REAKTOR R107,1390,3300
NO EQUIPMENT,1390,3301
1100013219 R1218/R108 REACTOR PACS P120,1391,3302
NO EQUIPMENT,1391,3303
1100013249 AG01 ANGLE VALVE REAKTOR R108,1392,3304
NO EQUIPMENT,1392,3305
1100013220 BL01 BALL VALVE REAKTOR R108,1393,3306
NO EQUIPMENT,1393,3307
1100013221 BL02 BALL VALVE REAKTOR R108,1394,3308
NO EQUIPMENT,1394,3309
1100013222 BL03 BALL VALVE REAKTOR R108,1395,3310
NO EQUIPMENT,1395,3311
1100013223 BL04 BALL VALVE REAKTOR R108,1396,3312
NO EQUIPMENT,1396,3313
1100013224 BL05 BALL VALVE REAKTOR R108,1397,3314
NO EQUIPMENT,1397,3315
1100013225 BL06 BALL VALVE REAKTOR R108,1398,3316
NO EQUIPMENT,1398,3317
1100013226 BL07 BALL VALVE REAKTOR R108,1399,3318
NO EQUIPMENT,1399,3319
1100013666 XV01 ON / OFF VALVE REAKTOR R214,465,3320
1100013227 BL08 BALL VALVE REAKTOR R108,1400,3321
NO EQUIPMENT,1400,3322
1100013228 BL09 BALL VALVE REAKTOR R108,1401,3323
NO EQUIPMENT,1401,3324
1100013229 BL10 BALL VALVE REAKTOR R108,1402,3325
NO EQUIPMENT,1402,3326
1100013230 BL11 BALL VALVE REAKTOR R108,1403,3327
NO EQUIPMENT,1403,3328
1100013231 BL12 BALL VALVE REAKTOR R108,1404,3329
NO EQUIPMENT,1404,3330
1100013650 XV01 ON / OFF VALVE REAKTOR R213,460,3331
1100013232 BL13 BALL VALVE REAKTOR R108,1405,3332
NO EQUIPMENT,1405,3333
1100013233 BL14 BALL VALVE REAKTOR R108,1406,3334
NO EQUIPMENT,1406,3335
1100013234 BL15 BALL VALVE REAKTOR R108,1407,3336
NO EQUIPMENT,1407,3337
1100013235 BL16 BALL VALVE REAKTOR R108,1408,3338
NO EQUIPMENT,1408,3339
1100013250 CK01 CHECK VALVE REAKTOR R108,1409,3340
NO EQUIPMENT,1409,3341
1100013634 XV01 ON / OFF VALVE REAKTOR R212,455,3342
1100013251 CK02 CHECK VALVE REAKTOR R108,1410,3343
NO EQUIPMENT,1410,3344
1100013252 CK03 CHECK VALVE REAKTOR R108,1411,3345
NO EQUIPMENT,1411,3346
1100013253 FJ01 FLEXIBLE JOINT REAKTOR R108,1412,3347
NO EQUIPMENT,1412,3348
1100013254 FJ02 FLEXIBLE JOINT REAKTOR R108,1413,3349
NO EQUIPMENT,1413,3350
1100013255 FJ03 FLEXIBLE JOINT REAKTOR R108,1414,3351
NO EQUIPMENT,1414,3352
1100013608 XV01 ON / OFF VALVE REAKTOR R211,450,3353
1100013256 FJ04 FLEXIBLE JOINT REAKTOR R108,1415,3354
NO EQUIPMENT,1415,3355
1100013236 GL01 GLOBE VALVE REAKTOR R108,1416,3356
NO EQUIPMENT,1416,3357
1100013237 GL02 GLOBE VALVE REAKTOR R108,1417,3358
NO EQUIPMENT,1417,3359
1100013238 GL03 GLOBE VALVE REAKTOR R108,1418,3360
NO EQUIPMENT,1418,3361
1100013239 PG01 PRESSURE GAUGE REAKTOR R108,1419,3362
NO EQUIPMENT,1419,3363
1100013240 PG02 PRESSURE GAUGE REAKTOR R108,1420,3364
NO EQUIPMENT,1420,3365
1100013246 PS01 PRESSURE SAFETY VALVE REAKTOR R108,1421,3366
NO EQUIPMENT,1421,3367
1100013241 PT01 PRESSURE TRANSMITTER REAKTOR R108,1422,3368
NO EQUIPMENT,1422,3369
1100013242 PT02 PRESSURE TRANSMITTER REAKTOR R108,1423,3370
NO EQUIPMENT,1423,3371
1100013243 PV01 PRESSURE CONTROL VALVE REAKTOR R108,1424,3372
NO EQUIPMENT,1424,3373
1100013247 RD01 RUPTURE DISC REAKTOR R108,1425,3374
NO EQUIPMENT,1425,3375
1100013248 ST01 STEAM TRAP  REAKTOR R108,1426,3376
NO EQUIPMENT,1426,3377
1100013244 TT01 TEMP TRANSMITTER REAKTOR R108,1427,3378
NO EQUIPMENT,1427,3379
1100013245 TT02 TEMP TRANSMITTER REAKTOR R108,1428,3380
NO EQUIPMENT,1428,3381
1100013258 R1219/R109 REACTOR PACS P120,1429,3382
NO EQUIPMENT,1429,3383
1100013288 AG01 ANGLE VALVE REAKTOR R109,1430,3384
NO EQUIPMENT,1430,3385
1100013259 BL01 BALL VALVE REAKTOR R109,1431,3386
NO EQUIPMENT,1431,3387
1100013260 BL02 BALL VALVE REAKTOR R109,1432,3388
NO EQUIPMENT,1432,3389
1100013261 BL03 BALL VALVE REAKTOR R109,1433,3390
NO EQUIPMENT,1433,3391
